__time,Calling_Number,Egress_Endpoint_IP,Egress_Route,Egress_Endpoint_Customer_Id,Egress_Endpoint,Egress_Realm,Egress_Reg_Id,Egress_Uport,Call_Duration_,Call_Duration_Fractional,Call_Duration_1,Call_End_Time,Ingress_Call_Error,Egress_Call_Error,Egress_Call_Error_Code,Last_Event_in_Call_Setup,Ingress_Call_Error_Code,Rate_Limit_Error_Code,Call_Hold_Time_,PDD,Call_Release_Source,Ingress_Endpoint_IP,Ingress_Endpoint_Customer_Id,Ingress_Endpoint,Ingress_Sig_Port,Ingress_Realm,Ingress_Reg_Id,Ingress_Uport,Call_Type,Zone,Called_Party_After_Src_Calling_Plan,Called_Party_After_Transit_Route,Called_Party_as_Dialed_by_User,Number_Type_for_Called_Party_as_Dialed_by_User,Called_Party_in_E164_Format,Number_Type_for_Called_Party,Ingress_Trunk_Group,Call_Id,Calling_Party_Number_Type_Received_from_Ingress,Calling_Party_Number_Type_Sent_to_Egress,CDR_Type,Charge_Number,Charge_Number_NoA,Charge_Number_NPI,Cluster_Name,Codec_On_Egress_Leg,Codec_On_Egress_Leg__1st_mline,Codec_On_Ingress_Leg,Codec_On_Ingress_Leg__1st_mline,Custom_Contact_Tag,Bytes_Forwarded_from_Egress_Leg__1st_mline,Bytes_Forwarded_from_Ingress_Leg__1st_mline,Egress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Called_Party_Media_IP,Called_Party_Media_Port_Number,Egress_Realm_Media_IP,Egress_Realm_Media_Port,Egress_Trunk_Group,Egress_Leg_ptime,Device_Name,Disconnect_Error_Type,Diversion_Info,Egress_Trunk_Group_Context,E911_Call,Egress_Endpoint_Country_Code,Egress_Endpoint_Latitude,Egress_Endpoint_Longitude,Egress_Callid_Termination_Endpoint,Egress_MOS,Egress_Endpoint_Subnet,Egress_Endpoint_Subnet_Mask,Egress_Rate_Limit_Error_Code,CDR_Filename,FromURI_User_Part_in_Ingress_INVITE,Full_Paid_Hdr_in_Ingress_INVITE,Hunt_Attempts,Hunting_Attempts,RequestURI_in_Ingress_INVITE,RSA_IP,Ingress_Endpoint_Country_Code,Ingestion_Time,Ingress_Endpoint_Latitude,Ingress_Endpoint_Longitude,Ingress_MOS,Ingress_Endpoint_Subnet,Ingress_Subnet_Mask,Ingress_ISDN_Cause_Code,Ingress_ISDN_Cause,Egress_Latency,Ingress_Latency,Gateway_Latitude,Ingress_SIP_PAccessNetworkInfo,Ingress_PChargingVector,Egress_SIP_PAccessNetworkInfo,Egress_PChargingVector,Day_in_Local_Time,Day_of_Week_in_Local_Time_,Hour_in_Local_Time,Month_in_Local_Time,Local_Refer_Status,Year_in_Local_Time,Gateway_Longitude,Media_Type,Media_Type__1st_mline,MSW_Name,Calling_Number_after_Calling_Plan,FromURI_User_Part_in_Egress_INVITE,PaidURI_User_Part_in_Egress_INVITE,RequestURI_User_Part_in_Egress_INVITE,Outbound_Call_Limit,Outbound_Call_Limit_Uport,Outbound_Call_Limit_Type,Outbound_Call_Limit_Policy_Name,Organization_Hdr_in_Ingress_INVITE,Egress_ISDN_Cause_Code,Egress_ISDN_Cause,FromURI_in_Egress_INVITE,RequestURI_in_Egress_INVITE,ToURI_in_Egress_INVITE,Egress_Packets_Discarded,Ingress_Packets_Discarded,Egress_Packets_Lost,Ingress_Packets_Lost,Egress_Packets_Received,Ingress_Packets_Received,PaidURI_User_Part_in_Ingress_INVITE,Egress_Jitter,Ingress_Jitter,Peer_Protocol,Privacy,Protocol,ReInvite_Reject_Count,RequestURI_User_Part_in_Ingress_INVITE,Egress_R_Factor,Ingress_R_Factor,Local_Routing_Number,RSA_Latitude,RSA_Longitude,SBC_Version,Final_Negotiated_Answer_Codec,Final_Negotiated_Offer_Codec,SIP_Egress_Response_Code,SIP_Egress_Response_Reason,SIP_Ingress_Response_Code,SIP_Ingress_Response_Reason,Ingress_ptime,Ingress_Iedge_Group,Ingress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Calling_Party_Media_IP,Calling_Party_Media_Port,Calling_Realm_Media_IP,Calling_Realm_Media_Port,Ingress_Trunk_Group_Context,Start_Time_in_Local_Time,Start_of_Call,Time_Group,Timezone,Transcoder_Id,End_of_Call,Epoch_End_of_Call,User_Timezone,Day_in_UTC,Day_of_week_in_UTC,Hour_in_UTC,Month_in_UTC,Year_in_UTC,Valid_Record,Video_CAC,No_Of_M_Lines,Is_Permitted,Robo_Confidence_Score,CDR_Sequence_Number,Called_Number_Classification,Called_Number_Classification_Flag,Calling_Number_Classification,Calling_Number_Classification_Flag,Unnamed_177,Packet_Loss_greater_001
2021-08-25 12:13:00,sxxgsrj_hezmrgm,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:18:09,1088.828979,1089,00:29:33.5,NULL,Proxy Authentication Required,5407,ack-tx#100-rx,0,NULL,000:00:02,135,source,516.62.7.545,NULL,hCreqmg-7099307727.024886.523/7,5060,pub2_access,hCreqmg-7099307727.024886.523,7,IV,NULL,772,NULL,772,NULL,772,Subscriber,NULL,67je384-4-57g8-8402g5-0j7fg1g5-8402g5@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,unknown",g711ulaw,"g711ulaw, unknown",g711ulaw,NULL,8679840,8677364,NULL,NULL,"54.590.05.77, 54.590.05.77","32052, 31232","536.03.680.98, 536.03.680.98","49936, 20044",NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,sxxgsrj_hezmrgm,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,sxxgsrj_hezmrgm,sxxgsrj_hezmrgm,NULL,772,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,716,0,717,0,53527,54448,NULL,1625,0,sip,No,sip,NULL,772,87,93,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,516.62.7.545,"10000, 0",532.51.28.98,55226,NULL,2021-04-13 12:11:00,2021-04-13T08:11:24,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,14736605,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 17:23:00,80146734938,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:05,4.863999844,5,00:29:33.6,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:02,123,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,053993-7005931932-280298@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,38720,37120,5,NULL,54.590.05.77,21056,536.03.680.98,47012,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.405381203,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,80146734938,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,80146734938,80146734938,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,0,0,0,0,242,232,NULL,10875,0,sip,Draft01,sip,NULL,885000000000,93,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,22810,532.51.28.98,55790,NULL,2021-04-13 12:29:00,2021-04-13T08:29:28,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14807493,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 17:45:00,886000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:05:56,356.2449951,356,00:29:34,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,119,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,058227-7005928930-359487@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,2855004,2848896,5,NULL,54.590.05.77,31144,536.03.680.98,30896,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.286975861,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,886000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,886000000000,886000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,123,0,124,0,17755,17985,NULL,0,0,sip,Draft01,sip,NULL,885000000000,88,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,13770,532.51.28.98,53934,NULL,2021-04-13 12:23:00,2021-04-13T08:23:37,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14796117,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 19:50:00,vyhmixps,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:05:11,311.0230103,311,00:29:33.3,NULL,Proxy Authentication Required,5407,ack-rx#100-rx,0,NULL,000:00:11,1102,source,529.14.536.99,NULL,hCreqmg-7001776396.455780.658/2,5060,pub2_access,hCreqmg-7001776396.455780.658,2,IV,NULL,eDsykp,NULL,eDsykp,NULL,eDsykp,Subscriber,NULL,566562862-7001988177-294832@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,unknown",g711ulaw,"g711ulaw, unknown",g711ulaw,NULL,2492872,2489916,NULL,NULL,536.03.680.90,"46800, 0",536.03.680.98,49568,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.313736916,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vyhmixps,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.061233044,NULL,NULL,16,NormalCallClearing,165,165,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,vyhmixps,vyhmixps,NULL,eDsykp,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,85,228,85,228,15528,15367,NULL,1375,625,sip,No,sip,NULL,eDsykp,89,81,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","54384, 54388","532.51.28.98, 532.51.28.98","48176, 48178",NULL,2021-04-13 12:24:00,2021-04-13T08:24:22,1,EDT,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,17321598,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 19:58:00,vyhmixps,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:00:12,12.13799953,12,00:29:33.4,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:16,479,destination,529.14.536.99,NULL,hCreqmg-7009372798.542495.447/2,5060,pub2_access,hCreqmg-7009372798.542495.447,2,IV,NULL,31673599061,NULL,31673599061,NULL,31673599061,Subscriber,NULL,95133640-7000776217-613703@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,unknown",g711ulaw,"g711ulaw, unknown",g711ulaw,NULL,96076,95596,NULL,NULL,536.03.680.90,"30802, 0",536.03.680.98,34040,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.405381203,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vyhmixps,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,vyhmixps,vyhmixps,NULL,31673599061,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,0,0,0,0,602,599,NULL,625,1250,sip,No,sip,NULL,31673599061,93,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proxy Authentication Required,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","55586, 55590","532.51.28.98, 532.51.28.98","56364, 56366",NULL,2021-04-13 12:29:00,2021-04-13T08:29:21,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,15520810,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-26 00:03:00,vhsyBeqm,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:03:22,202.2669983,202,00:29:33.8,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:10,1196,destination,536.502.4.57,NULL,hCreqmg-7091379488.586768.483/0,5060,pub2_access,hCreqmg-7091379488.586768.483,0,IV,NULL,4516368860,NULL,4516368860,NULL,4516368860,Subscriber,NULL,38fi99h4-g4e2444h-57g8-72eg22-83281j82-72eg22@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g711alaw,g711alaw,NULL,NULL,1688320,NULL,NULL,08.38.549.594,25636,536.03.680.98,42778,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vhsyBeqm,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,3.905749083,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,vhsyBeqm,vhsyBeqm,NULL,4516368860,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,250,NULL,254,NULL,10302,NULL,NULL,2250,sip,No,sip,NULL,4516368860,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proxy Authentication Required,NULL,NULL,NULL,536.502.4.57,23014,532.51.28.98,51436,NULL,2021-04-13 12:26:00,2021-04-13T08:26:11,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14257110,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-26 00:10:00,8370000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:10:35,635.40802,635,00:29:33.2,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:01,228,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,869384-7009823327-230001@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,5082900,5082088,5,NULL,54.590.05.77,32212,536.03.680.98,30706,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.198124886,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,8370000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,8370000000000,8370000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,535,0,535,0,31293,31882,NULL,0,0,sip,Draft01,sip,NULL,885000000000,85,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,14614,532.51.28.98,41020,NULL,2021-04-13 12:18:00,2021-04-13T08:18:58,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14454354,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-26 01:03:00,sxxgsrj_hezmrgm,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:19:43,1182.70105,1183,00:29:33.4,NULL,Proxy Authentication Required,5407,ack-rx#100-rx,0,NULL,000:00:00,238,source,516.62.7.545,NULL,hCreqmg-7006637983.783644.483/0,5060,pub2_access,hCreqmg-7006637983.783644.483,0,IV,NULL,6007,NULL,6007,NULL,6007,Subscriber,NULL,67iif24-4-57g8-57gj99-18h8e821-57gj99@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,9460480,9397028,NULL,NULL,54.590.05.670,65038,536.03.680.98,24372,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.405381203,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,sxxgsrj_hezmrgm,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,sxxgsrj_hezmrgm,sxxgsrj_hezmrgm,NULL,6007,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,2,0,2,0,59126,59138,NULL,0,0,sip,No,sip,NULL,6007,93,93,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,516.62.7.545,10000,532.51.28.98,56212,NULL,2021-04-13 12:09:00,2021-04-13T08:09:50,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,16481747,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-26 01:30:00,wpezspti,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:56:18,3377.845947,3378,00:29:33.3,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:02,15,source,529.14.536.99,NULL,hCreqmg-7009372798.542495.447/4,5060,pub2_access,hCreqmg-7009372798.542495.447,4,IV,NULL,qiixqi_irkpmwl,NULL,qiixqi_irkpmwl,NULL,qiixqi_irkpmwl,Subscriber,NULL,549005861-7001531165-743616@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,H263",g711ulaw,"g711ulaw, H263",g711ulaw,NULL,27055096,27067468,NULL,NULL,"54.590.05.77, 54.590.05.77","31892, 32040","536.03.680.98, 536.03.680.98","35028, 35030",NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,wpezspti,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.165791988,NULL,NULL,16,NormalCallClearing,105,105,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,wpezspti,wpezspti,NULL,qiixqi_irkpmwl,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,1923,2054,1924,2054,167492,167472,NULL,0,1375,sip,No,sip,NULL,qiixqi_irkpmwl,87,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","22916, 22920","532.51.28.98, 532.51.28.98","51568, 51570",NULL,2021-04-13 11:33:00,2021-04-13T07:33:15,1,EDT,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,16864987,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-26 01:50:00,886000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:02,1.781999946,2,00:29:33.4,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:07,192,destination,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,099087-7000921925-514375@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,4520,5,NULL,529.14.536.00,27226,536.03.680.98,30080,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,886000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,886000000000,886000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,226,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,27220,532.51.28.98,52174,NULL,2021-04-13 12:29:00,2021-04-13T08:29:31,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15966166,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-26 03:20:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:08:10,490.1340027,490,00:29:33.2,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:04,1469,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,153483-7006791758-212577@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,489900,5,NULL,516.68.545.533,50006,536.03.680.98,26954,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,24495,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,26092,532.51.28.98,48208,NULL,2021-04-13 12:21:00,2021-04-13T08:21:23,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15743930,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-26 06:00:00,883000000000,54.590.05.60,NULL,NULL,WIWQ_Xvyrow/43,priv_trunk110,WIWQ_Xvyrow,43,000:00:00,0.086000003,0,00:29:33.5,NULL,NULL,NULL,200-tx#na,0,NULL,000:00:13,2764,source,529.14.536.01,NULL,IQIE_Xvyro/1,5060,trunk,IQIE_Xvyro,1,IV,1,881000000000,NULL,881000000000,NULL,881000000000,Subscriber,NULL,141905-7006612836-719864@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,unknown,unknown,NULL,NULL,NULL,5,NULL,529.14.536.00,61694,536.03.680.98,32954,iqie_mrfsyrh,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,883000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,883000000000,883000000000,883000000000,881000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,883000000000,NULL,NULL,sip,RFC3325,sip,NULL,881000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,61690,532.51.28.98,42768,NULL,2021-04-13 12:29:00,2021-04-13T08:29:33,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15612428,NULL,NULL,NULL,NULL,Not applicable
2021-08-26 06:10:00,881000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:00,0,0,00:29:33.3,Busy Here,Busy Here,1,18x-tx#18x-rx,1,NULL,000:00:21,197,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,056715-7005912416-027675@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,unknown,unknown,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,pizip7yo_mrkviww,NULL,Q20_sim,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,881000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,NULL,NULL,NULL,17,UserBusy,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,881000000000,881000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,17,UserBusy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sip,Draft01,sip,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,486,Busy here,486,Busy here,NULL,5,NULL,529.14.536.00,63450,532.51.28.98,49660,NULL,2021-04-13 12:29:00,2021-04-13T08:29:33,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14793457,NULL,NULL,NULL,NULL,Not applicable
